FECHA,CIERRE,MAX.DIA,MIN.DIA,VOLUMEN,IMPORTE,INDICE
 11/11/2016 ,49.93,51.5,49,"6,022,626","304,149,011",634
 11/10/2016 ,50,51.97,49.1,"7,309,409","365,471,742",633
 11/9/2016 ,52.01,52.99,49,"5,256,531","272,296,119",632
 11/8/2016 ,52.01,52.14,51.53,"2,843,507","147,718,910",631
 11/7/2016 ,51.73,52,50,"4,234,222","217,669,045",630
 11/4/2016 ,49.67,50.57,48.62,"3,619,436","180,248,472",629
 11/3/2016 ,48.75,50.25,48.53,"2,418,525","119,416,592",628
 11/1/2016 ,50.13,51.02,50.02,"2,466,332","123,725,675",627
 10/31/2016 ,50.91,51.16,50.49,"2,356,505","119,632,731",626
 10/28/2016 ,51.42,52.14,50.02,"2,689,446","137,656,181",625
 10/27/2016 ,51.51,51.72,50.4,"1,629,331","83,050,869",624
 10/26/2016 ,50.9,51.58,50.79,"1,519,820","77,720,735",623
 10/25/2016 ,51.24,52.25,51.15,"1,370,387","70,736,643",622
 10/24/2016 ,52.01,52.2,51.66,"792,569","41,129,434",621
 10/21/2016 ,51.66,51.99,51.36,"1,039,888","53,730,343",620
 10/20/2016 ,51.91,53.4,51.76,"1,441,242","75,543,789",619
 10/19/2016 ,53.3,53.51,52.08,"2,372,826","125,320,208",618
 10/18/2016 ,52,52.35,51.19,"2,373,178","123,180,496",617
 10/17/2016 ,51.14,52.43,51,"1,488,074","76,602,299",616
 10/14/2016 ,51.8,52.89,51.44,"2,197,208","114,603,986",615
 10/13/2016 ,51.2,51.71,50.76,"1,982,649","101,508,026",614
 10/12/2016 ,51.39,52.11,51.01,"4,031,523","207,444,651",613
 10/11/2016 ,52.18,52.96,52,"1,786,688","93,373,723",612
 10/10/2016 ,52.21,53.2,51.81,"1,345,780","70,819,230",611
 10/7/2016 ,51.67,52.58,51.51,"1,539,770","79,720,986",610
 10/6/2016 ,52.49,53.55,52.26,"1,149,638","60,692,516",609
 10/5/2016 ,53.29,53.6,52.76,"1,609,069","85,703,858",608
 10/4/2016 ,53.41,53.5,52.36,"2,038,793","108,113,239",607
 10/3/2016 ,53.03,53.2,51.1,"2,009,206","105,353,309",606
 9/30/2016 ,51.11,53.24,50.9,"3,204,083","165,319,340",605
 9/29/2016 ,52.9,54,52.71,"1,149,035","61,198,948",604
 9/28/2016 ,53.28,54.89,53.1,"1,471,578","78,835,468",603
 9/27/2016 ,54.48,54.67,52.65,"3,628,005","195,770,472",602
 9/26/2016 ,52.75,53.47,52.2,"1,728,849","90,972,803",601
 9/23/2016 ,53.55,53.75,52.35,"3,544,274","188,523,464",600
 9/22/2016 ,53.02,53.25,52.14,"2,426,267","128,089,251",599
 9/21/2016 ,52.34,52.79,51.52,"1,888,094","98,857,450",598
 9/20/2016 ,52.61,52.92,51.78,"2,575,500","135,416,080",597
 9/19/2016 ,52.21,52.39,50.66,"2,062,937","106,707,156",596
 9/15/2016 ,51.22,51.48,50.2,"10,237,432","522,682,601",595
 9/14/2016 ,50.49,52.68,50.28,"4,998,979","255,310,334",594
 9/13/2016 ,52.5,53.9,52.26,"5,550,644","292,936,814",593
 9/12/2016 ,53.99,54.25,52.03,"2,999,330","159,567,651",592
 9/9/2016 ,53.52,53.84,53.2,"2,292,762","122,620,037",591
 9/8/2016 ,53.71,53.79,53.2,"1,478,386","79,263,349",590
 9/7/2016 ,53.53,54.24,53.08,"1,319,966","70,523,434",589
 9/6/2016 ,54.09,54.52,53.3,"2,129,961","114,863,525",588
 9/5/2016 ,54.13,54.8,53.85,"502,820","27,231,683",587
 9/2/2016 ,54.88,54.94,53.19,"1,776,378","96,735,168",586
 9/1/2016 ,53.11,53.58,52.81,"1,278,246","67,812,188",585
 8/31/2016 ,53.49,53.58,52.75,"3,894,071","207,400,179",584
 8/30/2016 ,53.03,53.4,52.75,"1,433,961","76,010,557",583
 8/29/2016 ,53.01,53.9,52.8,"1,537,648","81,552,745",582
 8/26/2016 ,53.35,55.02,53,"2,842,203","152,946,413",581
 8/25/2016 ,55.02,55.5,54.95,"1,126,384","62,004,711",580
 8/24/2016 ,55.19,55.4,54.78,"904,034","49,790,812",579
 8/23/2016 ,54.76,55.84,54.61,"1,301,293","71,713,288",578
 8/22/2016 ,55.76,55.95,54.51,"1,172,291","64,790,462",577
 8/19/2016 ,55.16,55.67,54.5,"1,143,426","63,015,545",576
 8/18/2016 ,55.64,55.77,54.5,"1,501,089","82,882,504",575
 8/17/2016 ,55.16,55.5,54.52,"1,360,813","74,706,967",574
 8/16/2016 ,54.97,56,54.85,"1,811,296","99,993,039",573
 8/15/2016 ,55.42,56.2,55.2,"3,350,632","186,197,347",572
 8/12/2016 ,55.18,55.84,55.04,"1,840,759","101,904,322",571
 8/11/2016 ,55.12,56.5,54.93,"3,930,447","218,655,397",570
 8/10/2016 ,55.94,56,55.37,"1,379,873","76,959,758",569
 8/9/2016 ,55.54,56.25,55.09,"2,297,487","127,254,966",568
 8/8/2016 ,55.84,56.09,54.9,"2,634,606","146,688,432",567
 8/5/2016 ,55.56,56.01,54.86,"1,256,532","69,499,454",566
 8/4/2016 ,55.58,55.91,54.85,"2,001,678","110,994,808",565
 8/3/2016 ,55.2,55.85,54.91,"3,161,422","175,594,818",564
 8/2/2016 ,54.86,55.65,54,"2,812,117","154,726,408",563
 8/1/2016 ,55.64,56.1,55.51,"3,358,348","187,357,322",562
 7/29/2016 ,55.89,56.4,55.65,"4,086,865","228,790,724",561
 7/28/2016 ,56.4,56.89,55.5,"1,695,807","95,235,447",560
 7/27/2016 ,56.26,57.9,56.03,"2,984,579","168,664,549",559
 7/26/2016 ,56.46,58.33,56.13,"3,081,561","176,311,298",558
 7/25/2016 ,57.59,59.37,57.1,"1,368,672","78,928,827",557
 7/22/2016 ,58.82,59.5,58.11,"1,118,586","65,894,515",556
 7/21/2016 ,58.82,59.37,58.33,"2,146,959","126,135,898",555
 7/20/2016 ,58.79,58.99,57.75,"1,964,557","114,823,349",554
 7/19/2016 ,58.98,59.5,58.65,"2,446,132","144,554,581",553
 7/18/2016 ,58.8,59,58.14,"1,263,765","74,150,578",552
 7/15/2016 ,58.77,59.73,57.35,"2,380,384","139,467,963",551
 7/14/2016 ,59.63,59.73,57.3,"3,836,454","226,906,150",550
 7/13/2016 ,57.14,57.88,56.36,"1,554,588","88,676,118",549
 7/12/2016 ,57.22,57.9,57,"1,732,028","99,433,901",548
 7/11/2016 ,57,58.35,56.67,"1,757,389","100,530,048",547
 7/8/2016 ,56.79,57.5,56,"1,075,133","60,848,388",546
 7/7/2016 ,56.09,57.44,56,"2,851,853","160,670,920",545
 7/6/2016 ,56.95,58.47,56.75,"2,065,992","118,215,959",544
 7/5/2016 ,58.34,59.77,57.76,"1,710,830","99,877,616",543
 7/4/2016 ,59.86,60.86,57.74,"852,935","50,588,979",542
 7/1/2016 ,58.02,58.99,57.31,"1,757,267","102,482,370",541
 6/30/2016 ,57.22,58.39,56.7,"2,340,307","134,041,089",540
 6/29/2016 ,57.48,57.63,56.64,"2,118,591","121,496,957",539
 6/28/2016 ,56.1,56.85,55.85,"1,716,043","96,609,268",538
 6/27/2016 ,55.55,55.9,54.05,"1,805,508","99,322,631",537
 6/24/2016 ,55.56,57.4,54.5,"2,451,502","135,812,489",536
 6/23/2016 ,57.84,58.17,56.2,"1,696,194","97,477,919",535
 6/22/2016 ,56.38,56.67,54.75,"2,012,932","112,441,395",534
 6/21/2016 ,55.03,55.72,54.09,"2,866,476","157,657,406",533
 6/20/2016 ,54.84,56.5,54.3,"1,440,315","80,020,776",532
 6/17/2016 ,55.58,56.3,54.27,"4,466,105","248,196,646",531
 6/16/2016 ,54.78,54.9,53,"2,233,935","121,451,299",530
 6/15/2016 ,53.53,53.9,52.51,"2,933,170","156,693,117",529
 6/14/2016 ,52.5,53.59,52,"5,023,354","263,917,391",528
 6/13/2016 ,53.34,54.32,53,"1,634,800","87,473,267",527
 6/10/2016 ,53.68,54.75,53.05,"1,314,195","70,616,437",526
 6/9/2016 ,54.25,55.48,54.01,"1,809,215","99,161,794",525
 6/8/2016 ,54.53,56.27,54.29,"2,401,102","132,579,542",524
 6/7/2016 ,55.24,55.59,54.32,"2,931,052","162,035,336",523
 6/6/2016 ,54.27,54.82,54,"938,517","51,014,865",522
 6/3/2016 ,54.46,54.87,53.33,"2,310,831","125,973,370",521
 6/2/2016 ,53.69,54.17,53.45,"2,630,947","141,620,532",520
 6/1/2016 ,53.68,54.85,53.54,"3,598,173","194,569,738",519
 5/31/2016 ,54.41,55.42,54,"13,353,718","727,533,310",518
 5/30/2016 ,55.5,55.75,55,"521,914","28,965,561",517
 5/27/2016 ,55.4,55.93,55.08,"1,905,368","105,510,487",516
 5/26/2016 ,55.29,56.49,55.05,"3,723,666","205,860,953",515
 5/25/2016 ,56.33,57,56.14,"1,162,258","65,793,019",514
 5/24/2016 ,56.06,56.95,55.15,"1,468,842","82,278,790",513
 5/23/2016 ,55.27,55.92,55.11,"4,283,889","237,223,774",512
 5/20/2016 ,55.18,56.89,55.01,"1,685,344","93,483,028",511
 5/19/2016 ,56.95,57.09,55.99,"2,033,696","114,884,393",510
 5/18/2016 ,56.85,57.12,55.52,"2,992,345","168,374,173",509
 5/17/2016 ,57.02,57.24,54.33,"4,231,362","235,725,806",508
 5/16/2016 ,54.61,54.88,54.3,"1,154,351","62,998,493",507
 5/13/2016 ,54.35,54.4,52.81,"1,252,765","67,890,439",506
 5/12/2016 ,54.2,55.78,53.99,"2,353,167","128,498,468",505
 5/11/2016 ,55.1,55.51,54.47,"10,107,395","555,487,751",504
 5/10/2016 ,54.97,55.94,54.2,"4,016,033","221,414,776",503
 5/9/2016 ,54.34,54.68,52.62,"1,658,437","89,144,953",502
 5/6/2016 ,53.45,53.5,52.11,"1,263,271","66,598,411",501
 5/5/2016 ,52.95,53.93,52.7,"1,700,304","90,388,481",500
 5/4/2016 ,53.99,54.25,52.02,"4,206,755","225,549,779",499
 5/3/2016 ,52.81,53.18,52,"1,365,824","71,774,161",498
 5/2/2016 ,53.26,53.75,52.01,"1,181,072","62,728,387",497
 4/29/2016 ,52.45,52.65,51.2,"1,395,604","72,753,308",496
 4/28/2016 ,52.12,52.3,51.2,"4,233,711","220,171,528",495
 4/27/2016 ,51.57,51.66,50.6,"7,392,894","379,982,707",494
 4/26/2016 ,50.32,50.5,49.5,"1,517,674","76,184,573",493
 4/25/2016 ,49.95,50.48,49.79,"1,551,950","77,870,390",492
 4/22/2016 ,50.02,50.67,49.91,"1,263,509","63,436,682",491
 4/21/2016 ,50.62,50.79,49.79,"1,220,957","61,385,944",490
 4/20/2016 ,50.5,50.55,49.51,"3,978,359","200,201,417",489
 4/19/2016 ,50.18,50.29,48.26,"9,305,773","464,866,635",488
 4/18/2016 ,47.8,49.5,47.68,"3,115,180","150,985,013",487
 4/15/2016 ,49.15,49.61,48.88,"2,685,361","132,108,513",486
 4/14/2016 ,49.28,49.9,49.1,"1,682,680","83,194,330",485
 4/13/2016 ,49.15,49.98,49.02,"3,333,910","165,691,736",484
 4/12/2016 ,49.5,49.7,49,"2,914,045","144,003,594",483
 4/11/2016 ,49.01,49.64,48.85,"1,774,413","87,254,308",482
 4/8/2016 ,49.11,50.05,49.06,"1,760,088","86,874,844",481
 4/7/2016 ,49.31,49.45,48.9,"3,976,390","195,429,124",480
 4/6/2016 ,49.42,49.8,49.2,"1,530,374","75,783,344",479
 4/5/2016 ,49.44,50.49,49.25,"2,210,084","109,744,358",478
 4/4/2016 ,49.93,50.9,49.82,"4,327,028","216,626,145",477
 4/1/2016 ,50.58,51.07,49.88,"4,164,276","209,869,487",476
 3/31/2016 ,51.07,51.9,50.5,"2,910,766","148,607,823",475
 3/30/2016 ,51.48,51.97,50.9,"1,619,305","83,287,500",474
 3/29/2016 ,51.47,51.77,50.82,"1,551,567","79,585,656",473
 3/28/2016 ,51.52,51.76,51.01,"634,184","32,649,867",472
 3/23/2016 ,51.4,51.84,50.59,"2,549,228","130,715,514",471
 3/22/2016 ,51.51,52.27,50.1,"1,819,404","93,789,976",470
 3/18/2016 ,51.06,53.18,50.55,"6,888,891","356,223,223",469
 3/17/2016 ,51.82,51.85,50.55,"2,972,424","153,055,635",468
 3/16/2016 ,50.54,51.28,50,"2,435,703","123,192,344",467
 3/15/2016 ,50.54,51.29,50.3,"1,588,785","80,460,567",466
 3/14/2016 ,50.97,51.38,50.05,"1,519,868","76,995,155",465
 3/11/2016 ,50.34,52,50.2,"2,527,391","128,364,011",464
 3/10/2016 ,50.85,51.95,50.01,"2,372,984","120,167,984",463
 3/9/2016 ,51.51,52.49,51,"1,382,537","71,264,430",462
 3/8/2016 ,52.31,52.49,51,"1,546,439","80,026,243",461
 3/7/2016 ,51.71,52.49,51.5,"1,174,382","61,192,293",460
 3/4/2016 ,52.33,54.5,52.13,"1,983,658","105,517,231",459
 3/3/2016 ,52.72,54.24,52.25,"2,526,480","133,995,624",458
 3/2/2016 ,53.91,54.79,53.55,"2,960,506","159,818,562",457
 3/1/2016 ,53.47,53.68,52.25,"4,002,878","213,191,618",456
 2/29/2016 ,51.5,52.49,51.1,"2,908,311","150,123,822",455
 2/26/2016 ,51.73,52.79,51.05,"1,497,597","77,947,272",454
 2/25/2016 ,51.05,51.69,50.77,"1,935,010","98,962,286",453
 2/24/2016 ,51.21,52.6,51,"1,736,308","89,043,349",452
 2/23/2016 ,52.11,53.44,51.6,"1,288,424","67,542,106",451
 2/22/2016 ,53.71,53.75,52.51,"1,843,468","98,258,293",450
 2/19/2016 ,52.83,53,51.6,"1,537,618","80,641,265",449
 2/18/2016 ,52,52.29,51.27,"1,998,041","103,797,495",448
 2/17/2016 ,51.27,52.02,51,"3,413,871","175,943,532",447
 2/16/2016 ,50.99,51.73,50.75,"1,553,199","79,593,357",446
 2/15/2016 ,51.44,51.79,50.66,"713,966","36,770,948",445
 2/12/2016 ,50.41,51.52,50.2,"972,435","49,637,357",444
 2/11/2016 ,50.67,51.87,49.8,"1,269,616","63,986,635",443
 2/10/2016 ,51.87,52.75,51.32,"1,000,820","52,101,516",442
 2/9/2016 ,51.4,51.53,50.17,"730,511","37,185,326",441
 2/8/2016 ,50.59,51.54,49.67,"912,308","46,039,533",440
 2/5/2016 ,50.1,52.18,49.6,"1,107,235","56,064,759",439
 2/4/2016 ,51.52,52.92,51.01,"1,732,143","89,849,402",438
 2/3/2016 ,51.41,52.75,51.2,"2,162,637","112,458,235",437
 2/2/2016 ,51.81,53.47,49.84,"6,036,326","314,680,334",436
 1/29/2016 ,50.66,51.47,48.75,"3,868,567","195,606,086",435
 1/28/2016 ,48.97,49.15,47.94,"2,414,570","118,214,269",434
 1/27/2016 ,48.01,48.55,47.23,"2,334,804","112,332,393",433
 1/26/2016 ,47.97,48.14,47.02,"1,709,856","81,464,974",432
 1/25/2016 ,47.1,47.6,46.71,"1,129,300","53,266,807",431
 1/22/2016 ,47.38,47.6,46.99,"927,506","43,877,349",430
 1/21/2016 ,47.24,47.6,46.64,"1,449,069","68,290,598",429
 1/20/2016 ,46.65,47.11,45.86,"1,731,346","80,462,631",428
 1/19/2016 ,46.73,47.25,46,"2,221,948","103,855,733",427
 1/18/2016 ,46.54,47.13,46.5,"602,540","28,083,709",426
 1/15/2016 ,47.18,47.51,46.11,"2,895,173","136,643,196",425
 1/14/2016 ,47.44,47.99,46,"2,002,244","94,592,097",424
 1/13/2016 ,47.46,47.96,46.65,"3,025,284","142,272,692",423
 1/12/2016 ,47.29,47.97,46.77,"1,897,769","89,658,302",422
 1/11/2016 ,47.32,47.6,45.62,"2,478,968","116,041,173",421
 1/8/2016 ,46.56,46.85,45.26,"2,862,802","132,264,425",420
 1/7/2016 ,46.18,46.39,44.99,"2,338,230","107,526,588",419
 1/6/2016 ,45.97,46.24,45.1,"1,992,396","91,459,164",418
 1/5/2016 ,45.77,46.13,44.8,"1,991,164","90,347,641",417
 1/4/2016 ,45.02,45.82,44.71,"1,056,415","47,565,577",416
 12/31/2015 ,45.95,46,45.08,"323,436","14,845,342",415
 12/30/2015 ,45.55,46.79,45.5,"1,063,581","48,669,214",414
 12/29/2015 ,46.56,47.24,46.14,"469,212","21,916,899",413
 12/28/2015 ,46.4,47.31,45.97,"990,777","46,275,484",412
 12/24/2015 ,46.41,46.9,46.29,"223,333","10,416,770",411
 12/23/2015 ,46.77,46.98,46.27,"1,094,438","51,258,392",410
 12/22/2015 ,46.18,47,46.02,"1,053,931","48,959,553",409
 12/21/2015 ,46.27,46.98,46.16,"1,106,354","51,388,075",408
 12/18/2015 ,46.31,47.87,46,"3,380,063","156,717,645",407
 12/17/2015 ,47.77,48.05,46.25,"1,368,495","64,512,190",406
 12/16/2015 ,46.69,46.8,46,"1,565,276","72,808,386",405
 12/15/2015 ,46.05,46.8,45.33,"2,098,425","97,011,054",404
 12/14/2015 ,45.6,46.99,43.98,"1,707,274","76,804,122",403
 12/11/2015 ,45.34,45.75,43.65,"1,954,057","88,182,805",402
 12/10/2015 ,45.07,45.89,45,"1,027,414","46,460,249",401
 12/9/2015 ,45.21,46.08,44.9,"1,743,115","78,703,313",400
 12/8/2015 ,45.74,46.36,45.5,"1,890,789","86,520,006",399
 12/7/2015 ,46.35,47.01,46,"839,879","38,967,768",398
 12/4/2015 ,46.36,47.5,46.21,"959,397","44,751,183",397
 12/3/2015 ,46.59,47.07,45.9,"1,113,645","51,846,135",396
 12/2/2015 ,47.25,48,46.87,"922,308","43,586,353",395
 12/1/2015 ,47.59,47.79,46.38,"2,527,480","119,293,628",394
 11/30/2015 ,45.88,47.44,45.3,"6,790,584","312,549,800",393
 11/27/2015 ,46.95,47.63,46.6,"755,326","35,533,988",392
 11/26/2015 ,47.1,47.73,46.89,"676,696","31,858,748",391
 11/25/2015 ,46.89,47.95,46.55,"2,401,787","112,747,872",390
 11/24/2015 ,47.46,48.54,47.24,"2,008,895","95,606,103",389
 11/23/2015 ,48.51,48.97,48.04,"993,645","48,347,278",388
 11/20/2015 ,49.04,49.26,48.32,"1,222,680","59,850,137",387
 11/19/2015 ,48.48,48.5,47.19,"1,361,997","65,707,265",386
 11/18/2015 ,47.18,47.75,46.94,"957,078","45,239,664",385
 11/17/2015 ,46.87,48.84,46.76,"2,440,157","114,937,939",384
 11/13/2015 ,46.9,47.22,46.74,"1,037,451","48,655,069",383
 11/12/2015 ,47.15,47.98,46.63,"1,226,992","57,711,664",382
 11/11/2015 ,48.14,48.67,46.3,"1,676,814","79,327,690",381
 11/10/2015 ,46.82,46.98,46.11,"1,731,509","80,583,766",380
 11/9/2015 ,46.91,47.48,46.01,"1,156,641","54,090,464",379
 11/6/2015 ,47.19,47.71,46.5,"2,095,165","98,837,251",378
 11/5/2015 ,47.09,48.98,46.64,"1,949,948","93,184,862",377
 11/4/2015 ,48.75,49,47.44,"1,463,026","71,348,537",376
 11/3/2015 ,48.49,49,46.78,"2,553,890","124,115,545",375
 10/30/2015 ,46.87,47.02,45.7,"3,477,552","161,489,289",374
 10/29/2015 ,46.61,46.93,45.58,"2,004,184","92,170,897",373
 10/28/2015 ,46.68,47.17,46,"1,196,487","55,809,673",372
 10/27/2015 ,46.92,48,46.8,"1,779,074","84,239,622",371
 10/26/2015 ,47.7,47.83,46.75,"1,156,922","54,638,284",370
 10/23/2015 ,47.34,47.8,46.82,"1,563,141","73,720,239",369
 10/22/2015 ,47.55,47.86,45.05,"3,543,462","167,963,029",368
 10/21/2015 ,45.86,46.09,44.7,"1,094,345","49,697,032",367
 10/20/2015 ,45.22,45.68,44.44,"1,361,084","61,180,844",366
 10/19/2015 ,45.05,45.15,44.43,"1,723,469","77,368,134",365
 10/16/2015 ,44.88,45,43.98,"1,463,600","65,267,812",364
 10/15/2015 ,44.05,44.48,43.24,"945,764","41,540,340",363
 10/14/2015 ,44.1,44.63,43.84,"677,718","29,980,142",362
 10/13/2015 ,44.34,44.83,44.03,"1,093,681","48,591,734",361
 10/12/2015 ,44.79,45,44.07,"1,767,603","78,907,281",360
 10/9/2015 ,44.25,44.4,43.12,"1,533,914","67,513,000",359
 10/8/2015 ,43.6,44.5,42.91,"2,401,407","105,417,873",358
 10/7/2015 ,43.98,44.25,43.28,"3,285,355","143,967,439",357
 10/6/2015 ,43.87,44,43.2,"1,677,927","73,328,064",356
 10/5/2015 ,43.47,43.6,42.58,"3,625,148","156,652,642",355
 10/2/2015 ,42.54,42.87,42.31,"1,994,558","84,954,404",354
 10/1/2015 ,42.95,43.03,42.2,"2,952,937","126,029,685",353
 9/30/2015 ,42.81,42.89,41.5,"4,837,810","206,399,801",352
 9/29/2015 ,41.34,42.5,41.21,"1,348,925","55,999,852",351
 9/28/2015 ,41.39,41.9,41.02,"1,458,325","60,409,494",350
 9/25/2015 ,41.5,42.55,41.26,"1,247,922","51,971,063",349
 9/24/2015 ,41.86,42.7,41.6,"2,072,974","87,542,296",348
 9/23/2015 ,42.59,43.19,42.21,"1,404,698","59,720,165",347
 9/22/2015 ,43.09,43.2,41.8,"1,205,352","51,603,330",346
 9/21/2015 ,42.58,42.87,42.15,"598,938","25,488,273",345
 9/18/2015 ,42.53,42.67,41.85,"3,518,464","149,328,262",344
 9/17/2015 ,42.29,43,41.79,"1,994,568","84,513,782",343
 9/15/2015 ,42.05,42.7,41.65,"1,469,964","61,925,823",342
 9/14/2015 ,41.79,42.2,41.51,"1,355,540","56,590,843",341
 9/11/2015 ,41.83,42.4,41.76,"626,055","26,268,437",340
 9/10/2015 ,42.1,42.33,41.22,"1,409,330","58,953,704",339
 9/9/2015 ,41.76,42.75,41.64,"1,380,334","58,000,892",338
 9/8/2015 ,42.3,42.5,41.85,"1,111,296","46,902,630",337
 9/7/2015 ,42.13,42.5,41.8,"231,042","9,726,536",336
 9/4/2015 ,42.3,42.55,41.96,"1,258,213","52,976,069",335
 9/3/2015 ,42.35,42.99,42.04,"1,041,816","44,201,253",334
 9/2/2015 ,42.61,43.03,42.27,"1,542,165","65,885,640",333
 9/1/2015 ,42.33,43,41.54,"2,512,030","106,134,131",332
 8/31/2015 ,43.08,43.28,41.19,"4,218,893","180,583,991",331
 8/28/2015 ,41.4,42.35,41.18,"1,768,738","73,913,193",330
 8/27/2015 ,42.33,42.46,40.1,"4,631,455","194,008,308",329
 8/26/2015 ,40.1,40.6,39.25,"2,016,144","80,669,825",328
 8/25/2015 ,39.69,40.79,39.3,"2,824,735","113,129,936",327
 8/24/2015 ,39.12,40.49,38.35,"2,373,440","93,608,484",326
 8/21/2015 ,40.36,41.37,40.18,"1,433,841","58,223,679",325
 8/20/2015 ,41.14,41.46,40.03,"1,142,910","46,670,708",324
 8/19/2015 ,40.98,41.73,40.43,"1,411,814","57,800,514",323
 8/18/2015 ,41.79,42.16,41.69,"1,456,828","61,013,572",322
 8/17/2015 ,42.1,42.46,41.6,"1,249,780","52,684,523",321
